J8
H9,H8,F8,H7,F7,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,F5,H4
H9,H8,F8,H7,F5,F7,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,H4
J8,D3,H8,F8,H7,F7,H9,D7,B4,J6,J5,H6,F6,H5,F5,H4,F4,D4,D5,J7
J8,D3,J7,J6,B4,D5,H9,D6,J5,H8,F8,H7,F7,D7,D4,H3,H4,H5,H6
J8,D3,J7,J6,B4,D5,H9,D6,J5,H8,F8,H7,F7,D7,D4,H3,H4,H5,H6
D5,D6,D7,F3,F4,F5,F6,F7,F8,H3,H4,H5,H6,H7,H8,J4,J5,J6,J7,J8
D7,D6,D5,F4,F3,F5,J4,J2,J3
D3,F3,J3,B4,D4,F4,D5,F5,H5,D6,J6,D7,J7,J8,H9
D3,F5,H5,J4,B3,F3,H3,J3,H6,B4,H2,J8,J7,J6
B4,D4,D5,D6,D7,F4,F5,F6,F7,F8,H4,H5,H6,H7,H8,H9,J4,J5,J6,J7,J8
H9,H8,F8,H7,F7,F8,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,F5,H4
J8,H8,H7,H9,F8,F7,D7,J7,J6,J5,J4,D6,B4,D5,D4,D3,B3
H9,H8,H7,F5,F6,F7,F8,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,H4
H6,J5,D4,F3,D3,B3,H2,J3,D2,H8,H7,J6
D5,D6,D7,F3,F4,F5,F6,F7,F8,H3,H4,H5,H6,H7,H8,H9,J4,J5,J6,J7,J8
J8,D3,J7,J6,B4,D5,H9,D6,J5,H8,F8,H7,F7,D7,D4,H3,H4,H5,H6,F5
D3,F3,J3,B4,D4,F4,D5,F5,H5,D6,J6,D7,J7,H8,J8,H9
J8,H8,H7,H9,F8,F7,D7,J5,J6,J7,D4,D5,B4,D3,D2,J4
H6,J5,D4,F3,D3,B3,J3,D2,H8       
J8,D3,H8,F8,H7,F7,H9,D7,B4,J6,J5,H6,F6,H5,F5,H4,F4,D4,D5,J7,D6
J8,D3,H8,F8,H7,F7,H9,D7,B4,J6,J5,H6,F6,H5,F5,H4,F4,D4,D5,J4
J8,D3,H8,F8,H7,F7,H9,D7,B4,J7,J5,H4,F4,H6,H5,H3,J6,F6,F5,F3
J8,D3,H8,F8,H7,F7,H9,D7,B4,J7,J5,H4,F4,H6,H5,H3,J6,F6,F5,F3
H9,H8,F8,H7,F7,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,F5,H4,F4
H9,H8,F8,H7,F6,F7,F8,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,F5,H4
J8,J5,D4,B4,D3,D2,J4,J3,F5,F4,F3
D3,F3,J3,B4,D4,F4,D5,F5,H5,D6,J6,D7,J7,F8,H8,J8,H9
J8,H8,H7,H9,F8,F7,D7,J7,J6,J5,J4,D6,B4,D5,D4,D3,B3,H5
J5,D2,D5,D4,D7,J6,J7,J8,D6,B4,H3,H2,H7,H8
H9,H8,F8,H7,F5,F4,F7,F8,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,H4
J8,H8,H7,H9,F8,F7,D7,J5,J6,J7,D4,D5,B4,D3,D2,J4,D6
H9,H8,H7,F7,F8,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,F5,H4,H3
J8,D3,J7,J6,B4,D5,H9,D6,J5,H8,F8,H7,F7,D7,D4,H3,H4,H5,H6,F3
D4,D3,B3,H2,J3,D2,H8,J6      
J8,H8,F8,H7,F7,H9,B4,D7,J5,J7,J6,D4,D5,D3,J4,D6,H5,F5,H4,F4,H6
H9,H8,H7,F4,F6,F7,F8,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,F5,H4
B4,D3,D4,D5,D6,D7,F4,F5,F6,F7,F8,H4,H5,H6,H7,H8,H9,J4,J5,J7,J8
J8,H8,H7,H9,F8,F7,D7,J7,J6,J5,J4,D6,B4,D5,D4,D3,H5,F5,B3
J8,H9,B4,H8,H7,F8,F7,J5,H4,F4,D4,D5,D3,J6,J7,J4,D6,B3
D3,D2,D5,D4,H5,F5,F3,H2,F2,H8
D3,B3,J5,D2,D5,D4,D7,J8,D6,F5,H4,F4,H8,F8,H9
D5,D6,D7,F3,F4,F5,F6,F7,F8,H3,H4,H5,H6,H7,H8,H9,J4,J5,J6,J7,J8,B4
J8,H8,H7,H9,F8,F7,D7,J5,J6,J7,D4,D5,B4,D3,D2,J4,D6,H6
H9,H8,F8,H7,F5,F6,F7,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,H4,H3
B2,B4,D2,F5,J2
J8,J7,B4,D5,H9,H8,F8,H7,F7,D7,D4,D3,J6,J5,J4,D6,D2,H5
J8,H8,F8,H7,F7,H9,B4,D7,J5,J7,J6,D4,D5,D3,J4,D6,H5,F5,H4,F4,H6,F6
J8,D3,J7,J6,B4,D5,H9,D6,J5,H8,F8,H7,F7,D7,D4,H3,H4,H5,H6,F5,F3
J8,D3,H8,F8,H7,F7,H9,D7,B4,J6,J5,H6,F6,H5,F5,H4,F4,D4,D5,J7,D6,H3
J8,D3,H8,F8,H7,F7,H9,D7,B4,J6,J5,H6,F6,H5,F5,H4,F4,D4,D5,J6,J4,D6
J8,J5,D4,B4,D3,D2,J4,J3,F6,F5,F4,F3
J8,D3,H8,F8,H7,F7,H9,D7,B4,J7,J5,H4,F4,H6,H5,H3,J6,F6,F5,F3,J4
J8,H8,H7,H9,F8,F7,D7,J7,J6,J5,J4,D6,B4,D5,D4,D3,H5,F5,B3,H6
H9,H8,H7,F4,F7,F8,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,F5,H4,H3
J8,D7,H9,B4,H8,F8,H7,F7,J5,H4,F4,D4,D5,D3,J6,J7,J4,D6,B3
J8,D3,J7,J6,B4,D5,H9,D6,J5,H8,F8,H7,F7,D7,D4,H3,H4,H5,H6,F3,F4
B3,B4,D4,D5,D6,D7,F4,F5,F6,F7,F8,H4,H5,H6,H7,H8,H9,J4,J5,J7,J8
H9,H8,F8,H7,F6,F7,F8,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,F5,H4,H3
B3,B4,D2,D3,F2,F3,F4,F5,F6,F7,F8
H9,H8,F8,H7,F5,F7,F8,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,F5,H4,H3
J8,H8,H7,H9,F8,F7,D7,J5,J6,J7,D4,D5,B4,D3,D2,J4,D6,H6,F6
H9,H8,F8,H7,F4,F5,F6,F7,F8,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,F5,H4
D3,D4,D5,H7,H8,H9,J8,J7,F7,F8,H6,F6,H5,F5,H4,F4,H2,F2
J8,D3,J7,J6,B4,D5,H9,D6,J5,H8,F8,H7,F7,D7,D4,H3,H4,H5,H6,F5,F3,F6
J8,J7,B4,D5,H9,H8,F8,H7,F7,D7,D4,D3,J6,J5,J4,D6,D2,H5,F5
J8,J5,J6,D4,B4,D3,D2,J4,J3,F6,F5,F4,F3
H9,H8,F8,H7,F4,F5,F7,F8,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,H4,H3
J8,H8,H7,H9,F8,F7,D7,J7,J6,J5,J4,D6,B4,D5,D4,D3,H5,F5,B3,H6,F6
J8,H8,F8,H7,F7,H9,B4,D7,J5,J7,J6,D4,D5,D3,J4,D6,H5,F5,H4,F4,H6,H3
J8,D3,H8,F8,H7,F7,H9,D7,B4,J7,J5,H4,F4,H6,H5,H3,J6,F6,F5,F3,J4,D6
J8,D3,J7,J6,B4,D5,H9,D6,J5,H8,F8,H7,F7,D7,D4,H3,H4,H5,H6,F3,F4,F5
J8,H8,H7,H9,F8,F7,D7,J5,J6,J7,D4,D5,B4,D3,D2,J4,D6,H6,F6,H5
J8,J5,J6,J7,D4,B4,D3,D2,J4,J3,F6,F5,F4,F3
H6,J5,D4,F3,D3,B3,J3,D2,H8,H7,J6,J8,J7,D6 
J8,H8,H7,H9,F8,F7,D7,J5,J6,J7,D4,D5,B4,D3,D2,J4,J3
H9,H8,F8,H7,F4,F5,F6,F7,F8,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,H4,H3
B2,B4,D2,F3,F5,J2
J8,D3,J7,J6,B4,D5,H9,D6,J5,H8,F8,H7,F7,D7,D4,H3,H4,H5,H6,F3,F4,F5,F6
B2,B3,D2,D3,D4,D5,D6,F2,F3,F4,F5,F7,F8,H2,H3,H4,H5,H6,H7,H8,H9,J3,J4,J5,J6,J7,J8
J8,J7,B4,D5,H9,H8,F8,H7,F7,D7,D4,D3,J6,J5,J4,D6,D2,H5,F5,H4
J8,H9,J5,J6,J7,D4,B4,D3,D2,J4,J3,F6,F5,F4,F3
H9,H8,F8,H7,F7,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,F5,H4,F4,B3
J8,H8,H7,H9,F8,F7,D7,J5,J6,J7,D4,D5,B4,D3,D2,J4,D6,H6,F6,H5,F5
J8,H8,H7,H9,F8,F7,D7,J7,J6,J5,J4,D6,B4,D5,D4,D3,H5,F5,B3,H6,F6,H4
D2,D3,F3,J3,B4,D4,F4,D5,F5,H5,D6,J6,D7,J7,J8,H9
J8,H8,H7,H9,F8,F7,D7,J5,J6,J7,D4,D5,B4,D3,D2,J4,J3,F6
B4,B3,B2,F3,B4,F4,D5,F5,H5,D6,J6,D7,J7,J8,H9
B4,D4,D5,D6,D7,F2,F3,F4,F5,F6,F7,F8,H4,H5,H6,H7,H8,H9,J4,J5,J7,J8
J8,H7,H9,J5,J6,J7,D4,B4,D3,D2,J4,J3,F6,F5,F4,F3
D5,F5,H5,J5,D3,F3,H3,J3,B2,F2,H2
J8,B4,H9,H8,F8,H7,F7,D4,D5,J5,D7,D3,J6,J7,J4,D6,H5,F5,H4,F4,B3,H6
B3,B4,D3,D4,D5,D6,D7,F4,F5,F6,F7,F8,H4,H5,H6,H7,H8,H9,J4,J5,J7,J8
B4,D3,D4,D5,D6,D7,F4,F5,F6,F7,F8,H4,H5,H6,H7,H8,H9,J3,J4,J5,J7,J8
D2,D3,F3,J3,B4,D4,F4,D5,F5,H5,D6,J6,D7,J7,H8,J8,H9
J8,D3,H8,F8,H7,F7,H9,D7,B4,J7,J5,H4,F4,H6,H5,H3,J6,F6,F5,F3,J4,D6,J4
H9,H8,H7,F7,F8,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,F5,H4,H3,H2
J8,D3,H8,F8,H7,F7,H9,D7,B4,J5,H6,F6,H5,F5,H4,F4,D4,D5,J6,J4,D6,B3
J8,H8,F8,H7,F7,H9,B4,D7,J5,J7,J6,D4,D5,D3,J4,D6,H5,F5,H4,F4,H6,H3,F3
D2,D3,F3,J3,B4,D4,F4,D5,F5,H5,D6,H6,J6,D7,J7,J8,H9
B4,D3,D4,D5,D6,D7,F4,F5,F6,F7,F8,H2,H4,H5,H6,H7,H8,H9,J4,J5,J7,J8
B4,B3,B2,F3,B4,F4,D5,F5,H5,D6,J6,D7,J7,H8,J8,H9
B4,B3,D4,D2,F6,F4,F3,H5,H4,H2,J8,J7,J6,J3
B3,B4,D4,D5,D6,D7,F3,F4,F5,F6,F7,F8,H3,H4,H5,H6,H7,H8,H9,J5,J6,J7,J8
J8,J5,D4,B4,D3,D2,J4,J3,F5,F4,F3,F2
J8,J7,B4,D5,H9,H8,F8,H7,F7,D7,D4,D3,J6,J5,J4,D6,D2,H5,F5,H4,F4
J8,H8,H7,H9,F8,F7,D7,J5,J6,J7,D4,D5,B4,D3,D2,J4,J3,F6,F5
J8,H8,H7,H9,J5,J6,J7,D4,B4,D3,D2,J4,J3,F6,F5,F4,F3
B4,D5,D6,D7,F3,F4,F5,F6,F7,F8,H3,H4,H5,H6,H7,H8,H9,J3,J4,J5,J6,J7,J8
D5,D6,D7,F3,F4,F5,F6,F7,F8,H3,H4,H5,H6,H7,H8,H9,J4,J5,J6,J7,J8,B4,J3 
D2,D3,F3,J3,B4,D4,F4,D5,F5,H5,D6,J6,D7,J7,F8,H8,J8,H9
J8,H8,H7,H9,F8,F7,D7,J5,J6,J7,D4,D5,B4,D3,D2,J4,D6,H6,F6,H5,F5,H4
D3,B3,J5,D2,D5,D4,D7,J6,J7,J8,F5,F3,H2,H7,H8,F8
J8,H8,H7,H9,F8,F7,D7,J7,J6,J5,J4,D6,B4,D5,D4,D3,H5,F5,B3,H6,F6,H4,F4
B2,B3,B4,D2,D3,D4,D5,D6,F2,F3,F4,F7,F8,H2,H3,H4,H6,H7,H8,H9,J2,J3,J4,J5,J6
D2,D3,F3,J3,B4,D4,F4,D5,F5,H5,D6,H6,J6,D7,J7,H8,J8,H9
H9,H8,H7,F6,F7,F8,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,F5,H4,H3,H2
B4,B3,B2,F3,B4,F4,D5,F5,H5,D6,J6,D7,J7,F8,H8,J8,H9
B4,D3,D4,D5,D6,D7,F3,F4,F5,F6,F7,F8,H3,H4,H5,H6,H7,H8,H9,J4,J5,J6,J7,J8
D2,D3,F3,J3,B4,D4,F4,D5,F5,H5,D6,F6,H6,J6,D7,J7,J8,H9
D3,D4,D5,H7,H8,H9,J8,J7,F7,F8,H6,F6,H5,F5,H4,F4,H3,F3,D6,D7,B4,B3
J8,J5,J6,D4,B4,D3,D2,J4,J3,F5,F4,F3,F2
B4,D2,D3,D4,D5,D6,D7,F4,F5,F6,F7,F8,H4,H5,H6,H7,H8,H9,J4,J5,J7,J8
H9,H8,H7,F4,F7,F8,J8,B4,D7,J7,J6,J5,J4,D6,D5,D4,D3,H5,F5,H4,H3,H2
D2,D3,F3,J3,B4,D4,F4,D5,F5,H5,D6,H6,J6,D7,J7,F8,H8,J8,H9
J8,H8,H7,H9,F8,F7,D7,J7,J6,J5,J4,D6,B4,D5,D4,D3,H5,F5,B3,D2
J8,H9,B4,H8,H7,F8,F7,J5,H4,F4,D4,D5,D3,J6,J7,J4,D6,B3,D2
J8,H8,H7,H9,J5,J6,J7,D4,D5,B4,D3,D2,J4,J3,F6,F5,F4,F3
D2,D3,F3,J3,B4,D4,F4,D5,F5,H5,D6,F6,H6,J6,D7,J7,H8,J8,H9
D3,D4,D5,H7,H8,H9,J8,J7,F7,F8,H6,F6,H5,F5,H4,F4,H2,F2,H3,F3
J8,H9,J5,J6,D4,B4,D3,D2,J4,J3,F5,F4,F3,F2
J8,H8,H7,H9,F8,F7,D7,J5,J6,J7,D4,D5,B4,D3,D2,J4,J3,F6,F5,F4
H9,H8,H7,H6,H5,H2,F8,F7,F6,F5,F3,D6,D5,D3,D2,B4,B3
D2,D3,F3,J3,B4,D4,F4,D5,F5,H5,J5,D6,F6,H6,J6,D7,J7,J8,H9
J8,D3,H8,F8,H7,F7,H9,D7,B4,J7,J5,H4,F4,H6,H5,H3,J6,F6,F5,F3,J4,D6,J3
